uid,title,num,crn,section,hours,times,faculty,location,limit,enrolled,available,info,description,subj,subject,subj_code,cat_term,credit_hours
202610PSYC12429,"Community Psychology",290,12429,A,4,"TR 1330-1445,  ","K Morgan","J. Albert Woods Laboratories 341",26,16,"Available: 10","Prerequisite:  PSYC 100  or  PSYC 101  ; Consent of professor required for late entry; For a detailed description of this Special Topics Course: <a href=""https://registrar.sewanee.edu/students/topics/""> https://registrar.sewanee.edu/students/topics</a>","An intermediate-level course focusing on a topic or sub-discipline within psychology. This course may be repeated for credit when the topic differs.",PSYC,Psychology,PSYC,202610,"4 hours"
202610PSYC12430,"Cognitive Psychology (Lab)",358,12430,A,4,"TR 1100-1215,  ","M Falikman","J. Albert Woods Laboratories 340",15,9,"Available: 6","General Education: GMWI: Major Writing Intensive<br><br>Waitlist by Class Standing; Open only to juniors or seniors pursuing programs in neuroscience or psychology; Prerequisite:  PSYC 251 ; Consent of professor required for late entry","An in-depth examination of selected topics within the realm of cognitive psychology. Particular topic(s) may vary across semesters, and range from traditionally studied aspects of cognition (e.g., attention, memory, language, decision-making) to more integrative themes (e.g., beliefs, framing, social change). Key concepts and theories, empirical approaches and evidence, and real-world applications and implications are considered. A laboratory component in which students pursue a question of interest to them within the focal topic(s) of the course provides valuable hands-on experience in designing and conducting research, analyzing and interpreting data, and effectively communicating results and implications.",PSYC,Psychology,PSYC,202610,"4 hours"
202610PSYC12431,"Cognitive Psychology (Lab)",358,12431,L1,0,"T 1400-1700,  ","M Falikman","J. Albert Woods Laboratories 324",15,9,"Available: 6","Open only to juniors or seniors pursuing programs in neuroscience or psychology","An in-depth examination of selected topics within the realm of cognitive psychology. Particular topic(s) may vary across semesters, and range from traditionally studied aspects of cognition (e.g., attention, memory, language, decision-making) to more integrative themes (e.g., beliefs, framing, social change). Key concepts and theories, empirical approaches and evidence, and real-world applications and implications are considered. A laboratory component in which students pursue a question of interest to them within the focal topic(s) of the course provides valuable hands-on experience in designing and conducting research, analyzing and interpreting data, and effectively communicating results and implications.",PSYC,Psychology,PSYC,202610,"0 hours"
202610PSYC12432,"Psychology of Gender (Lab)",360,12432,A,4,"TR 0930-1045,  ","T Fisher","J. Albert Woods Laboratories 341",15,12,"Available: 3","General Education: GMWI: Major Writing Intensive<br><br>Waitlist by Class Standing; Open only to juniors or seniors pursuing programs in neuroscience or psychology; Prerequisite:  PSYC 251 ; Consent of professor required for late entry","This course will be an examination of gender differences and similarities in behavior, major theories of gender, and the role that gender plays in interacting with others. Students will design, implement, analyze, and present original research in the area of gender.",PSYC,Psychology,PSYC,202610,"4 hours"
202610PSYC12433,"Psychology of Gender (Lab)",360,12433,L1,0,"R 1330-1630,  ","T Fisher","J. Albert Woods Laboratories 324",15,12,"Available: 3","General Education: GMWI: Major Writing Intensive<br><br>Open only to juniors or seniors pursuing programs in neuroscience or psychology","This course will be an examination of gender differences and similarities in behavior, major theories of gender, and the role that gender plays in interacting with others. Students will design, implement, analyze, and present original research in the area of gender.",PSYC,Psychology,PSYC,202610,"0 hours"
202610PSYC12434,"Psychology of Religion and Spirituality",370,12434,A,4,"TR 1100-1215,  ","C Silver","J. Albert Woods Laboratories 324",20,17,"Available: 3","Open only to juniors and seniors; Prerequisite:  PSYC 100  or  PSYC 101  ; Consent of professor required for late entry","This course explores the psychological study of religion and spirituality as a science and examines the multifaceted ways religions impact meaning-making and identity in everyday life. Various psychological schools of thought related to the experience and practice of religion and spirituality are considered, and psychological theories involving religious beliefs, practices, and experiences are explored from an empirical and data-informed perspective. This course also engages the dialogue between psychology and religion regarding the human condition and culture.",PSYC,Psychology,PSYC,202610,"4 hours"
202610PSYC12435,"Latinx Psychology",380,12435,A,4,"MW 1400-1515,  ","A Bardi","J. Albert Woods Laboratories 341",20,9,"Available: 11","General Education: G6SP: Comprehending Cross-Culturally (Spanish/Hispanic Culture)<br><br>Open only to juniors and seniors; Prerequisite:  PSYC 100  or  PSYC 101  ; Consent of professor required for late entry","An exploration of Latinx Psychology with a specific focus on the United States. Themes and issues relevant to and impacting upon Latinx Psychology including cultural strengths, identity, immigration, acculturation, colonialism, prejudice/stereotype, intersectionality, and mental health will be studied through first-person accounts, media, and scientific literature.",PSYC,Psychology,PSYC,202610,"4 hours"
202610PSYC12436,"Seminar in Clinical Psychology",408,12436,A,4,"R 1330-1600,  ","A Bardi","J. Albert Woods Laboratories 340",15,12,"Available: 3","Waitlist by Class Standing; Open only to seniors pursuing programs in neuroscience or psychology; Prerequisites: PSYC 202 and three other courses in psychology; Consent of professor required for late entry","A study of the major conceptual approaches that are adopted as clinicians assess, define, and conduct clinical interventions.  Topics addressed include the nature of the client-therapist relationship, results from empirical investigation of therapeutic outcomes, ethical dilemmas faced in clinical practice and research, and problems peculiar to subspecialties such as forensic psychology and community psychology.",PSYC,Psychology,PSYC,202610,"4 hours"
202610PSYC12437,"Consciousness and Unconsciousness: Explorations in Neurophilosophy",420,12437,A,4,"R 1400-1700,  ","M Falikman","J. Albert Woods Laboratories 123",15,15,"Closed // Waitlist: 1","Waitlist by Class Standing; Open only to seniors pursuing programs in neuroscience or psychology; Prerequisites: Four courses in psychology and/or neuroscience.; Consent of professor required for late entry","An examination of current scientific study of consciousness and the cognitive unconscious, including neural correlates of conscious actions, the emergence of consciousness in evolution, and related topics. The course emphasizes how scientific results inform understanding of the mind-body problem, the tenability of competing philosophical and neurobiological approaches to consciousness, the extent to which methods of psychology and neuroscience can provide new insights into the nature of consciousness, and how these issues take on a new form in the philosophy of artificial intelligence.",PSYC,Psychology,PSYC,202610,"4 hours"
202610PSYC12438,"Communicating Psychology",490,12438,A,4,"M 1330-1630,  ","T Terigele","Spencer Hall 151",16,16,"Closed // Waitlist: 0","Waitlist by Class Standing; Open only to seniors pursuing programs in neuroscience or psychology; Prerequisites: PSYC 251 and three additional courses in psychology; Consent of professor required for late entry; For a detailed description of this Special Topics Course: <a href=""https://registrar.sewanee.edu/students/topics/""> https://registrar.sewanee.edu/students/topics</a>","Selected topics in psychology, typically incorporating relevant primary literature. Prerequisites vary by topic.",PSYC,Psychology,PSYC,202610,"4 hours"
202610PSYC12439,"Human Development & Loss",490,12439,B,4,"T 1330-1600,  ","H Bateman","Spencer Hall 164",15,13,"Available: 2","Waitlist by Class Standing; Open only to seniors pursuing programs in neuroscience or psychology; Prerequisites: PSYC 251 and three additional courses in psychology; Consent of professor required for late entry; For a detailed description of this Special Topics Course: <a href=""https://registrar.sewanee.edu/students/topics/""> https://registrar.sewanee.edu/students/topics</a>","Selected topics in psychology, typically incorporating relevant primary literature. Prerequisites vary by topic.",PSYC,Psychology,PSYC,202610,"4 hours"
202610RELG12795,"World Christianity",108,12795,A,4,"TR 1100-1215,  ","Y Kim","Gailor Hall 110",26,26,"Closed // Waitlist: 0","General Education: G3: Seeking Meaning<br><br>Consent of professor required for late entry","This course addresses topics related to the field of religious studies not addressed in other courses and is offered depending on interest. Prerequisites vary with topic. This course may be repeated for credit when the topic differs.",RELG,"Religious Studies",RELG,202610,"4 hours"
202610RELG12796,"World Christianity",108,12796,B,4,"TR 1330-1445,  ","Y Kim","Snowden Hall 215",26,23,"Available: 3","General Education: G3: Seeking Meaning<br><br>Consent of professor required for late entry","This course addresses topics related to the field of religious studies not addressed in other courses and is offered depending on interest. Prerequisites vary with topic. This course may be repeated for credit when the topic differs.",RELG,"Religious Studies",RELG,202610,"4 hours"
202610RELG12650,"Climate, Kith and Kin",118,12650,A,4,"TR 0930-1045,  ","T Parker","Walsh-Ellett Hall 202",26,25,"Closed: 1 Reserved // Waitlist: 1","General Education: G3: Seeking Meaning<br><br>Reserved Seats: new first-year students - 13 (none available); Consent of professor required for late entry","Through the lens of sociology of religion, this course examines contemporary religious and social movements and kin-formation in a time of climate-change disruption such as Mormon family prepping, eco-poetics, dominionism, eco-communalism, survivalist culture, climate migration, and Extinction Rebellion. In what ways are the social, political, and economic reverberations of climate breakdown affecting the social imaginary? In light of ongoing perturbations of Earth-system stability, how are notions and practices of kinship and communal belonging being reconfigured?",RELG,"Religious Studies",RELG,202610,"4 hours"
202610RELG12766,"Introduction to Asian Religions",162,12766,A,4,"TR 0800-0915,  ","Y Kim","Gailor Hall 112",26,20,"Available: 6","General Education: G3: Seeking Meaning<br><br>Community Engagement; Reserved Seats: new first-year students - 5 (none available); Consent of professor required for late entry","An introduction to the major religious traditions of Asia: Hinduism, Buddhism, Confucianism, Daoism, and Shintoism and their views of reality and humanity. Not open for credit to students who have received credit for RELG 164.",RELG,"Religious Studies",RELG,202610,"4 hours"
202610RELG12561,"Cult Controversies: Race, Gender, and Sex in America's 'Alternative' Religions",235,12561,A,4,"TR 1100-1215,  ","K Curts","Walsh-Ellett Hall 202",26,24,"Available: 2","General Education: G4: Exploring Past and Present,G7: Encountering Perspectives<br><br>Reserved Seats: new first-year students - 12 (none available); Consent of professor required for late entry","Introduces and explores new religious movements, sectarian spin-offs, and alternative communities in the U.S. that have tested the parameters of acceptable ""religion"" at different moments in history. Particular attention is given to intersectional dynamics. The class questions the politics and practices of labeling, especially the language of ""cults,"" and centers on specific historical case studies in order to illustrate and analyze major theoretical and methodological challenges in and for the study of religion(s). It considers what draws people to create and join new religious movements, the distinctive worlds such groups endeavor to build, and the controversies that have historically attended them.",RELG,"Religious Studies",RELG,202610,"4 hours"
202610RELG12652,"Methodologies in Religious Studies",301,12652,A,4,"M 1400-1630,  ","T Parker","Carnegie Hall 002",15,6,"Available: 9","General Education: GMWI: Major Writing Intensive<br><br>Consent of professor required for late entry","This seminar examines the history and methodological development of the discipline of religious studies.  After surveying the discipline's inception in textual studies in the late Enlightenment period, the course examines its connections to earlier theological traditions, and the branching out into sociological, hermeneutical, and phenomenological approaches in the late nineteenth and twentieth centuries.  The seminar aims to acquaint junior majors with the complexities involved in studying religious phenomena, as well as with the categories and frameworks that constitute the contemporary multi-disciplinary field of religious studies.",RELG,"Religious Studies",RELG,202610,"4 hours"
202610RELG12560,"Religious Freedom",360,12560,A,4,"W 1400-1630,  ","K Curts","Walsh-Ellett Hall 304",15,7,"Available: 8","Consent of professor required for late entry","A study of “religious freedom” discourse, its histories, and political consequences. Readings emphasize case law in the U.S., though with an eye to its comparative context, as well as the theoretical and methodological questions that studies of “religious freedom” offer the broader study of religion.",RELG,"Religious Studies",RELG,202610,"4 hours"
202610RHET12265,"Public Speaking",101,12265,A,4,"TR 0930-1045, T 1930-2020","J Capuzza","Gailor Hall 110",15,15,"Closed // Waitlist: 0","Reserved Seats: new first-year students - 5 (none available); Consent of professor required for late entry","Study of the principles, precepts, and strategies of informative, persuasive, and ceremonial speaking. Emphasis is placed on assessing the rhetorical situation and researching, composing, practicing, and delivering a speech. Ethical, political, and social questions raised by speaking in public are considered. Students deliver speeches, practice effective listening, and serve as speech critics and interlocutors.",RHET,Rhetoric,RHET,202610,"4 hours"
202610RHET12266,"Public Speaking",101,12266,B,4,"TR 1330-1445, T 1930-2020","J Capuzza","Gailor Hall 128",15,15,"Closed // Waitlist: 0","Reserved Seats: new first-year students - 6 (none available); Consent of professor required for late entry","Study of the principles, precepts, and strategies of informative, persuasive, and ceremonial speaking. Emphasis is placed on assessing the rhetorical situation and researching, composing, practicing, and delivering a speech. Ethical, political, and social questions raised by speaking in public are considered. Students deliver speeches, practice effective listening, and serve as speech critics and interlocutors.",RHET,Rhetoric,RHET,202610,"4 hours"
202610RHET12267,"Introduction to Rhetoric",201,12267,A,4,"TR 1100-1215,  ","S O'Rourke","Carnegie Hall 001",26,23,"Available: 3","General Education: G1: Reading Closely<br><br>Reserved Seats: new first-year students - 9 (none available); Consent of professor required for late entry","Topical survey of the major questions and controversies in rhetorical theory, criticism, and practice, including rhetorical situations, classical canons of rhetoric, the role of rhetoric in civic life, and the relationship of rhetoric to power, politics, law, education, and ethics. Students consider the rights and responsibilities of speakers and critics. Accordingly, readings include selections from a wide array of rhetorical theorists and critics as well as a diverse and open canon of orators and speakers.",RHET,Rhetoric,RHET,202610,"4 hours"
202610RHET12765,"Oratory Ancient and Modern",305,12765,A,4,"MW 1400-1515,  ","T Papillon","Gailor Hall 110",18,8,"Available: 10","General Education: G1: Reading Closely,G6GK: Comprehending Cross-Culturally (Greek Culture),G6LT: Comprehending Cross-Culturally (Latin Culture)<br><br>Consent of professor required for late entry; For a detailed description of this Special Topics Course: <a href=""https://registrar.sewanee.edu/students/topics/""> https://registrar.sewanee.edu/students/topics</a>","A seminar on a topic related to rhetoric. This course may be repeated for credit when the topic differs.",RHET,Rhetoric,RHET,202610,"4 hours"
202610RHET12268,"Voices of American Women",331,12268,A,4,"MW 1530-1645,  ","M Lehn","Gailor Hall 110",20,18,"Available: 2","General Education: G7: Encountering Perspectives<br><br>Consent of professor required for late entry","An examination of the history and criticism of American women's oratory and the history of women's public discourse in the United States from the colonial period through the present. Considers the historical, social, and cultural significance of women's rhetorical participation in civic life, as well as issues of authority, reception, and the nature of argument both within and about women's public address.",RHET,Rhetoric,RHET,202610,"4 hours"
202610RHET12269,"Senior Seminar",401,12269,A,4,"W 1930-2200,  ","S O'Rourke","Gailor Hall 114",15,8,"Available: 7","General Education: GMWI: Major Writing Intensive<br><br>Consent of professor required for late entry","The seminar is designed to prepare and guide senior Rhetoric majors in the preparation of their senior theses. Weekly class meetings will be devoted to various topics related to their projects, including theoretical and practical problems of research, interpretation, analysis, scholarly writing and speaking, and the forms and standards of documentation and citation. Students will prepare and submit regular written and spoken assignments and read and critique each other’s work. They will deliver a final oral presentation of their completed project.",RHET,Rhetoric,RHET,202610,"4 hours"
202610RUSN12635,"Elementary Russian I",103,12635,A,4,"MWF 0900-0950, R 1230-1320","M Preslar","Gailor Hall 224",20,20,"Closed // Waitlist: 0","Consent of professor required for late entry","An introduction to the fundamentals of the language and culture with emphasis on communicative proficiency, clarity of pronunciation and basic skills in reading, writing, and conversation.  Use of language laboratory required.  Four hours of class each week, plus an additional conversation meeting with a native speaker.",RUSN,Russian,RUSN,202610,"4 hours"
202610RUSN12637,"Intermediate Russian",203,12637,A,4,"MWF 0900-0950, R 1230-1320","E Weygandt","Carnegie Hall 221",18,14,"Available: 4","Prerequisites: RUSN 104 or placement; Consent of professor required for late entry","Continued study of grammar and review of basic grammatical structures;  readings in Russian with emphasis on acquisition of vocabulary and continued development of conversational and writing skills. Four hours of class each week, plus an additional conversation meeting with a native speaker.",RUSN,Russian,RUSN,202610,"4 hours"
202610RUSN12684,"Urban History of Kazakhstan and Writers of its Steppe and Cities",207,12684,A,4,"MW 1400-1515,  ","E Weygandt","Carnegie Hall 221",18,7,"Available: 11","General Education: G7: Encountering Perspectives<br><br>Consent of professor required for late entry","This course focuses on Kazakhstan's contemporary history, highlighting the evolution of cultural forms and political systems under Soviet rule. Employing comparative and transnational approaches to the literatures of Kazakh and Central Asia, the course ultimately explores cultures of resistance.",RUSN,Russian,RUSN,202610,"4 hours"
202610RUSN12638,"Composition and Conversation",311,12638,A,4,"MWF 1000-1050,  ","E Weygandt","Carnegie Hall 221",15,9,"Available: 6","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisite:  RUSN 301 ; Consent of professor required for late entry","Emphasis on communicative ability in contemporary written and spoken Russian. Intensive practice in conversation to develop language skills appropriate to various spheres of academic, business, and social life. Audio-visual materials will be used extensively.",RUSN,Russian,RUSN,202610,"4 hours"
202610RUSN12636,"Dostoevsky in English Translation",362,12636,A,4,"TR 0930-1045,  ","M Preslar","Gailor Hall 224",19,19,"Closed // Waitlist: 0","General Education: G1: Reading Closely,G3: Seeking Meaning,GMWI: Major Writing Intensive<br><br>Reserved Seats: new first-year students - 2 (none available); Consent of professor required for late entry","The course surveys the major novels of Fyodor Dostoevsky, including <em>Crime and Punishment, Notes from Underground, The Brothers Karamazov</em>, and others. In examining Dostoevsky's reputation and legacy as a psychological novelist, the course explores the author's treatment of politics, religion, philosophy, and ethics. This course is taught in English.",RUSN,Russian,RUSN,202610,"4 hours"
202610SAST12649,"Cultural Resource Practicum",213,12649,A,4,"F 1400-1630,  ","B McCray","J. Albert Woods Laboratories 123",18,18,"Closed // Waitlist: 0","Consent of professor required for late entry","This practicum focuses on historical or prehistoric cultural resources, both archaeological and standing structures, on the University Domain. Students learn excavation and documentation techniques appropriate to the specific resource type. In addition, artifact processing and cataloging will be covered. The majority of this course is field based. This course can be repeated once for credit.",ANTH,"Southern Appalachian Studies",PHIL,202610,"4 hours"
202610SAST12532,"Environmental Land-Use Policy",336,12532,A,4,"W 1400-1630,  ","D Carter","Snowden Hall 215",20,19,"Closed // Waitlist: 1","Prerequisite:  ENST 101  or  ENST 200  ; Consent of professor required for late entry","This course examines the complex systems and values influencing land-use decision-making in both rural and urban settings throughout the U.S. and abroad. Students learn how government agencies and local citizens often conflict in their attitudes and values regarding the costs and benefits of growth and development. Particular attention is paid to forest conversion issues on the South Cumberland Plateau.  Students attend local planning sessions and meetings with local officials.",ENST,"Southern Appalachian Studies",PHIL,202610,"4 hours"
202610SAST12283,"Introduction to Public History",235,12283,A,4,"TR 1100-1215, T 0900-1100","T Momon","Walsh-Ellett Hall 306",26,26,"Closed // Waitlist: 0","Reserved Seats: new first-year students - 3 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry","This course introduces the history, theory, and practice of public history, examining the ideas and questions that shape and are shaped by public engagements with the past. It engages and evaluates historical works aimed primarily at public audiences in order to determine why and how public investments in the historical past develop and change.",HIST,"Southern Appalachian Studies",PHIL,202610,"4 hours"
202610SAST12280,"History of Southern Appalachia",295,12280,A,4,"TR 1100-1215,  ","J Willis","Walsh-Ellett Hall 210",22,22,"Closed // Waitlist: 6","Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry","An examination of the events, people, movements, and themes of the region's past, from earliest known human habitation to the present.  The course explores contrasting ways of life expressed by native and European peoples; implications of incorporating the area into the United States; the agricultural, industrial, and transportation revolutions of the nineteenth century; popular culture within and about Appalachia; contemporary issues of regional development and preservation; and ways the unique environment of these mountains has shaped and frustrated notions of regional identity.",HIST,"Southern Appalachian Studies",PHIL,202610,"4 hours"
202610SAST12257,Bioethics,235,12257,A,4,"TR 0930-1045,  ","A Averitt","Walsh-Ellett Hall 304",26,26,"Closed // Waitlist: 0","General Education: G3: Seeking Meaning<br><br>Reserved Seats: new first-year students - 5 (none available); Consent of professor required for late entry","This course explores ethical questions arising in health care and the biological sciences, focusing on the moral dimensions of decision-making within these domains. Topics may include allocation of healthcare resources, responsibilities of doctors to patients, the distinction between killing and allowing to die, medically-assisted suicide, abortion, and the use of technologies for genetic screening and manipulation.",PHIL,"Southern Appalachian Studies",PHIL,202610,"4 hours"
202610SPAN12567,"Elementary Spanish I",103,12567,A,4,"MWF 0900-0950, R 1230-1320","D Colbert-Goicoa","Gailor Hall 132",21,20,"Available: 1 Reserved // Waitlist: 2","Reserved Seats: new first-year students - 11 (1 available); Prerequisites: Placement; Consent of professor required for late entry","Part I of a year-long intensive, introductory course with emphasis on the fundamentals of grammar (both written and spoken) and extensive practice in listening comprehension and reading.  Four class hours per week.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12568,"Elementary Spanish II",104,12568,A,4,"MWF 0800-0850, T 0800-0850","S Johnson/ L Garcia-Santana","Gailor Hall 128",20,20,"Closed // Waitlist: 0","Reserved Seats: new first-year students - 9 (none available); Prerequisites: SPAN 103 or placement; Consent of professor required for late entry","Part II of a year-long intensive, introductory course with emphasis on the fundamentals of grammar (both written and spoken) and extensive practice in listening comprehension and reading.  Four class hours per week.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12570,"Elementary Spanish II",104,12570,C,4,"MWF 1200-1250, T 1330-1420","L Garcia-Santana","Gailor Hall 233",20,19,"Available: 1","Reserved Seats: new first-year students - 10 (none available); Prerequisites: SPAN 103 or placement; Consent of professor required for late entry","Part II of a year-long intensive, introductory course with emphasis on the fundamentals of grammar (both written and spoken) and extensive practice in listening comprehension and reading.  Four class hours per week.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12571,"Elementary Spanish: Accelerated Review Course",113,12571,A,4,"MWF 0800-0850, R 1230-1320","R Sanchez-Imizcoz","Gailor Hall 233",20,18,"Available: 2","Reserved Seats: new first-year students - 9 (none available); Prerequisites: Placement; Consent of professor required for late entry","An accelerated Spanish review course for those students with at least two years of high school Spanish.  The course emphasizes the fundamentals of grammar (written and spoken) and practice in listening comprehension and reading.  Four class hours per week.  This course is not open for credit to students who have received credit for SPAN 104.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12709,"Elementary Spanish: Accelerated Review Course",113,12709,B,4,"MWF 0900-0950, R 1330-1420","R Sanchez-Imizcoz","Gailor Hall 233",20,20,"Closed // Waitlist: 0","Reserved Seats: new first-year students - 14 (none available); Prerequisites: Placement; Consent of professor required for late entry","An accelerated Spanish review course for those students with at least two years of high school Spanish.  The course emphasizes the fundamentals of grammar (written and spoken) and practice in listening comprehension and reading.  Four class hours per week.  This course is not open for credit to students who have received credit for SPAN 104.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12572,"Intermediate Spanish",203,12572,A,4,"MWF 0800-0850, R 1230-1320","A Mylonas-Leegstra","Gailor Hall 132",20,17,"Available: 3","Prerequisites: SPAN 104, SPAN 113, or placement; Consent of professor required for late entry","An intensive grammar review. Emphasis is on correct expression, vocabulary acquisition, and reading facility.  Four class hours per week.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12573,"Intermediate Spanish",203,12573,B,4,"MWF 1000-1050, R 1330-1420","D Colbert-Goicoa","Gailor Hall 132",20,18,"Available: 2","Prerequisites: SPAN 104, SPAN 113, or placement; Consent of professor required for late entry","An intensive grammar review. Emphasis is on correct expression, vocabulary acquisition, and reading facility.  Four class hours per week.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12574,"Intermediate Spanish",203,12574,C,4,"MWF 1100-1150, T 1330-1420","A Marquez-Gomez","Gailor Hall 132",20,19,"Available: 1","Prerequisites: SPAN 104, SPAN 113, or placement; Consent of professor required for late entry","An intensive grammar review. Emphasis is on correct expression, vocabulary acquisition, and reading facility.  Four class hours per week.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12575,"Intermediate Spanish",203,12575,D,4,"MWF 1200-1250, T 1500-1550","A Marquez-Gomez","Gailor Hall 132",20,19,"Available: 1","Prerequisites: SPAN 104, SPAN 113, or placement; Consent of professor required for late entry","An intensive grammar review. Emphasis is on correct expression, vocabulary acquisition, and reading facility.  Four class hours per week.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12576,"Intermediate Spanish",203,12576,E,4,"MWF 1300-1350, R 1500-1550","D Colbert-Goicoa","Gailor Hall 132",20,8,"Available: 12","Prerequisites: SPAN 104, SPAN 113, or placement; Consent of professor required for late entry","An intensive grammar review. Emphasis is on correct expression, vocabulary acquisition, and reading facility.  Four class hours per week.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12577,"Topics in Spanish-Speaking Cultures",204,12577,A,4,"TR 0930-1045,  ","A Mylonas-Leegstra","Gailor Hall 132",20,14,"Available: 6","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: SPAN 203 or placement; Consent of professor required for late entry","This course advances Spanish speaking, writing, and listening skills at the advanced - intermediate level while introducing students to topics in Spanish-speaking cultures.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12578,"Topics in Spanish-Speaking Cultures",204,12578,B,4,"TR 1100-1215,  ","A Mylonas-Leegstra","Gailor Hall 233",20,18,"Available: 2 Reserved","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: SPAN 203 or placement; Consent of professor required for late entry","This course advances Spanish speaking, writing, and listening skills at the advanced - intermediate level while introducing students to topics in Spanish-speaking cultures.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12579,"Gateways to Latin American, Spanish, and Latinx Studies",299,12579,A,4,"MWF 1000-1050,  ","S Raulston","Gailor Hall 233",20,15,"Available: 5","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: SPAN 203 or placement; Consent of professor required for late entry","An introduction to the study of literature and culture of the Spanish-speaking world, taught at the advanced-intermediate language level. Students improve reading, writing, listening, and speaking skills through textual and audiovisual analysis. The course prepares students for advanced courses in the Spanish major and minor.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12580,"Gateways to Latin American, Spanish, and Latinx Studies",299,12580,B,4,"MWF 1100-1150,  ","S Raulston","Gailor Hall 233",20,16,"Available: 4","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: SPAN 203 or placement; Consent of professor required for late entry","An introduction to the study of literature and culture of the Spanish-speaking world, taught at the advanced-intermediate language level. Students improve reading, writing, listening, and speaking skills through textual and audiovisual analysis. The course prepares students for advanced courses in the Spanish major and minor.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12581,"Spanish Literature and Culture through 1700",301,12581,A,4,"MWF 1300-1350,  ","S Raulston","Gailor Hall 233",20,12,"Available: 8","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: One course in Spanish numbered 299 or higher, or placement; Consent of professor required for late entry","An introduction to the culture of Spain emphasizing literature, the arts, and history from the Middle Ages to 1700. This course, along with SPAN 302 SPAN 303, and SPAN 304, constitutes the core of the major in Spanish. Students are strongly encouraged to take all four of these courses before undertaking more advanced study.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12582,"Latin American Literature and Culture, Pre-Colonial to Independence",303,12582,A,4,"MWF 1000-1050,  ","L Garcia-Santana","Gailor Hall 225",20,17,"Available: 3","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: One course in Spanish numbered 299 or higher, or placement; Consent of professor required for late entry","An introduction to the study of Latin America emphasizing literature, history, and the arts from Pre-Columbian cultures to the nineteenth-century wars of independence. This course, along with SPAN 301, SPAN 302, and SPAN 304, constitutes the core of the major in Spanish. Students are strongly encouraged to take all four of these courses before undertaking more advanced study.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12583,"Latin American Literature and Culture, Pre-Colonial to Independence",303,12583,B,4,"TR 1330-1445,  ","A Mylonas-Leegstra","Gailor Hall 233",20,10,"Available: 10","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: One course in Spanish numbered 299 or higher, or placement; Consent of professor required for late entry","An introduction to the study of Latin America emphasizing literature, history, and the arts from Pre-Columbian cultures to the nineteenth-century wars of independence. This course, along with SPAN 301, SPAN 302, and SPAN 304, constitutes the core of the major in Spanish. Students are strongly encouraged to take all four of these courses before undertaking more advanced study.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12584,"Women’s Voices in Latin America",387,12584,A,4,"TR 1100-1215,  ","L Burner","Gailor Hall 225",20,10,"Available: 10","General Education: G7: Encountering Perspectives<br><br>Prerequisites: One course in Spanish numbered 299 or higher; Consent of professor required for late entry","A study of literature, film, and other cultural expressions of Latin American and Latinx women. Examines the portrayal of gender, sexuality, race/ethnicity, social class, and other issues in their work.",SPAN,Spanish,SPAN,202610,"4 hours"
202610SPAN12710,"Latin American and Latinx Documentary",394,12710,A,4,"MW 1400-1515,  ","A Marquez-Gomez","Gailor Hall 224",20,8,"Available: 12","Prerequisites: One course in Spanish numbered 299 or higher, or placement; Consent of professor required for late entry","This course offers a panoramic study of documentary films produced by Latin American and Latinx directors. The course provides the technical vocabulary and the theoretical frameworks to appreciate how documentaries have historically approached the complexities and multilayered realities of the region and its cultures. The course establishes the influential Third Cinema movement of the 1960s as a starting point from which to investigate contemporary works on themes such as political events, economics, historical memory, race and ethnicity, the environment, and gender and sexuality. Taught in Spanish.",SPAN,Spanish,SPAN,202610,"4 hours"
